ID,email,text,category
267,higginspatricia@lin.com,All my selfies are gone! Did the update eat them?,DATA_LOSS
268,gregorywilson@barnett-morris.com,Looks like my order decided to take a world tour. Still not here!,DELIVERY_PROBLEM
269,james18@hughes.biz,Wi-Fi drops more often than my friends on a Friday night.,NETWORK_PROBLEM
270,tinacastro@hotmail.com,"Half the time, my display is like, 'Nah, I'm out.' Fixable?",DISPLAY_ISSUE
271,ypalmer@lee.com,Looking for the holy grail of gadgets. Got any leads?,PRODUCT_RECOMMENDATION
272,lyonsjack@gmail.com,In dire need of something that doesn’t break in 2 days. Any suggestions?,PRODUCT_RECOMMENDATION
273,kristin86@cooper-wilson.com,My files pulled a Houdini on me post-update. Help!,DATA_LOSS
274,brianwilson@hotmail.com,Trying to install this software and... I'm lost. Halp?,INSTALLATION_SUPPORT
275,kaylalambert@gmail.com,This device isn’t meshing with my setup. Compatibility tips?,PRODUCT_COMPATIBILITY
276,sharon95@gmail.com,My phone's battery is dying faster than my social life. What's up with that?,BATTERY_LIFE
277,tnelson@gmail.com,"Got full bars, but the internet's playing hard to get.",NETWORK_PROBLEM
278,adam65@clay-alexander.info,"This app crashes more than my diet plans. Bug fix, please?",SOFTWARE_BUG
279,udavies@williams-stevens.com,"It keeps freezing. I mean my device, not the weather.",HARDWARE_ISSUE
280,fisherjason@mckee.com,Setting this up is harder than assembling IKEA furniture. Help!,PRODUCT_SETUP
281,pbowers@watson-greer.com,Wi-Fi drops more often than my friends on a Friday night.,NETWORK_PROBLEM
282,ckim@underwood-jones.net,Installation wizard? More like installation muggle. Can't get it to work.,INSTALLATION_SUPPORT
283,harrisann@yahoo.com,Looks like my order decided to take a world tour. Still not here!,DELIVERY_PROBLEM
284,laurenleon@valencia.com,Wi-Fi drops more often than my friends on a Friday night.,NETWORK_PROBLEM
285,kennethmooney@yahoo.com,In dire need of something that doesn’t break in 2 days. Any suggestions?,PRODUCT_RECOMMENDATION
286,pwells@johnson.com,So I paid... and then paid again? Guess I'm just generous like that.,PAYMENT_ISSUE
287,phart@graham.org,Setting this up is harder than assembling IKEA furniture. Help!,PRODUCT_SETUP
288,tranmelinda@gmail.com,My gadgets are like me at social events. Not mixing well. Advice?,PRODUCT_COMPATIBILITY
289,ygreen@hotmail.com,My device is hotter than a summer in the Sahara. Should I be worried?,HARDWARE_ISSUE
290,oshaw@fletcher-young.com,"Bought a new keyboard, and it's already giving me the silent treatment.",PERIPHERAL_COMPATIBILITY
291,kimamanda@smith.com,My screen flickers more than my living room lights. Any tips?,DISPLAY_ISSUE
292,robertbird@hotmail.com,Is it normal for my gadget to lose battery like I lose my keys? Every. Single. Day.,BATTERY_LIFE
293,csimmons@marsh.org,"My payment went through twice. Double the fun, double the bill?",PAYMENT_ISSUE
294,jamesfranklin@turner-terrell.com,"Found a bug. Not the cute, crawly kind. The crashy, annoying kind.",SOFTWARE_BUG
295,kwong@yahoo.com,"Half the time, my display is like, 'Nah, I'm out.' Fixable?",DISPLAY_ISSUE
296,rgutierrez@gmail.com,"Oops, looks like I'm locked out of my account. Can you help me get back in?",ACCOUNT_ACCESS
297,ldowns@gardner.com,"My payment went through twice. Double the fun, double the bill?",PAYMENT_ISSUE
298,billy38@gregory-odom.com,All my selfies are gone! Did the update eat them?,DATA_LOSS
299,ycompton@hotmail.com,My new headphones and my phone are not talking. Can you mediate?,PERIPHERAL_COMPATIBILITY
300,nicolerobinson@hotmail.com,"Not to be dramatic, but I regret this purchase. Refund?",REFUND_REQUEST
301,lthomas@collins.org,I wanna cancel my order. Haven't received it and I'm already over it.,CANCELLATION_REQUEST
302,walkerjohn@yahoo.com,My files pulled a Houdini on me post-update. Help!,DATA_LOSS
303,smithkatie@mcgee.org,Wi-Fi drops more often than my friends on a Friday night.,NETWORK_PROBLEM
304,wardkayla@webb.info,"This isn't working out. It's not me, it's you. Can I get a refund?",REFUND_REQUEST
305,vpowell@thomas-johnson.info,"This isn't working out. It's not me, it's you. Can I get a refund?",REFUND_REQUEST
306,keithdaniels@hotmail.com,Is it normal for my gadget to lose battery like I lose my keys? Every. Single. Day.,BATTERY_LIFE
307,emily75@fleming-patterson.com,"My payment went through twice. Double the fun, double the bill?",PAYMENT_ISSUE
308,heather16@wallace.info,Changed my mind! Can I cancel my order? I haven't even told my cat about it yet.,CANCELLATION_REQUEST
309,lewisjoshua@roach-oliver.com,"This isn't working out. It's not me, it's you. Can I get a refund?",REFUND_REQUEST
310,harrisbrady@castro-reyes.com,So I paid... and then paid again? Guess I'm just generous like that.,PAYMENT_ISSUE
311,jsilva@hotmail.com,"Not to be dramatic, but I regret this purchase. Refund?",REFUND_REQUEST
312,dshields@dougherty-morgan.com,Setting this up is harder than assembling IKEA furniture. Help!,PRODUCT_SETUP
313,nwatkins@yahoo.com,"Got full bars, but the internet's playing hard to get.",NETWORK_PROBLEM
314,sarajohnson@brown.org,"Oops, looks like I'm locked out of my account. Can you help me get back in?",ACCOUNT_ACCESS
315,kyle01@martin-jones.com,My files pulled a Houdini on me post-update. Help!,DATA_LOSS
316,hdavis@williams.com,Looks like my order decided to take a world tour. Still not here!,DELIVERY_PROBLEM
317,ywarren@gmail.com,"My package is playing hide and seek, and I'm losing. Where is it?",DELIVERY_PROBLEM
318,jodymartinez@brown.com,My device is hotter than a summer in the Sahara. Should I be worried?,HARDWARE_ISSUE
319,ralph92@romero.biz,My phone's battery is dying faster than my social life. What's up with that?,BATTERY_LIFE
320,yferguson@simpson.com,My device is hotter than a summer in the Sahara. Should I be worried?,HARDWARE_ISSUE
321,bwallace@yahoo.com,So I paid... and then paid again? Guess I'm just generous like that.,PAYMENT_ISSUE
322,christinamorris@gmail.com,Setting this up is harder than assembling IKEA furniture. Help!,PRODUCT_SETUP
323,mary36@torres.com,Is it normal for my gadget to lose battery like I lose my keys? Every. Single. Day.,BATTERY_LIFE
324,davidrodriguez@yahoo.com,"Oops, looks like I'm locked out of my account. Can you help me get back in?",ACCOUNT_ACCESS
325,gina71@smith.info,"Oops, looks like I'm locked out of my account. Can you help me get back in?",ACCOUNT_ACCESS
326,sharon24@hotmail.com,"Half the time, my display is like, 'Nah, I'm out.' Fixable?",DISPLAY_ISSUE
327,gsimmons@yahoo.com,"This isn't working out. It's not me, it's you. Can I get a refund?",REFUND_REQUEST
328,carriejordan@yahoo.com,Wi-Fi drops more often than my friends on a Friday night.,NETWORK_PROBLEM
329,stephentrevino@hotmail.com,Looks like my order decided to take a world tour. Still not here!,DELIVERY_PROBLEM
330,allen37@gmail.com,"Found a bug. Not the cute, crawly kind. The crashy, annoying kind.",SOFTWARE_BUG
331,morrowchad@mayer.com,In dire need of something that doesn’t break in 2 days. Any suggestions?,PRODUCT_RECOMMENDATION
332,ryan59@yahoo.com,Changed my mind! Can I cancel my order? I haven't even told my cat about it yet.,CANCELLATION_REQUEST
333,marcus55@yahoo.com,All my selfies are gone! Did the update eat them?,DATA_LOSS
334,adamsgrace@yahoo.com,Wi-Fi drops more often than my friends on a Friday night.,NETWORK_PROBLEM
335,frobbins@perez.org,My gadgets are like me at social events. Not mixing well. Advice?,PRODUCT_COMPATIBILITY
336,zruiz@yahoo.com,"Got full bars, but the internet's playing hard to get.",NETWORK_PROBLEM
337,mezasteven@hotmail.com,This device isn’t meshing with my setup. Compatibility tips?,PRODUCT_COMPATIBILITY
338,tannerbrian@beck.com,So I paid... and then paid again? Guess I'm just generous like that.,PAYMENT_ISSUE
339,hesskaren@fox.com,Is it normal for my gadget to lose battery like I lose my keys? Every. Single. Day.,BATTERY_LIFE
340,alexanderprice@joseph-sanchez.info,Looks like my order decided to take a world tour. Still not here!,DELIVERY_PROBLEM
341,gail90@hotmail.com,"Oops, looks like I'm locked out of my account. Can you help me get back in?",ACCOUNT_ACCESS
342,toconnor@yahoo.com,"Hey there, I can't seem to log into my account. I'm sure I've got the right password!",ACCOUNT_ACCESS
343,fkeller@gmail.com,All my selfies are gone! Did the update eat them?,DATA_LOSS
344,williamssamantha@hotmail.com,"It keeps freezing. I mean my device, not the weather.",HARDWARE_ISSUE
345,mgraham@collins-ball.com,All my selfies are gone! Did the update eat them?,DATA_LOSS
346,daniellehays@martin.com,My screen flickers more than my living room lights. Any tips?,DISPLAY_ISSUE
347,hhartman@hotmail.com,Setting this up is harder than assembling IKEA furniture. Help!,PRODUCT_SETUP
348,imccoy@gmail.com,"Bought a new keyboard, and it's already giving me the silent treatment.",PERIPHERAL_COMPATIBILITY
349,michael59@gmail.com,"Half the time, my display is like, 'Nah, I'm out.' Fixable?",DISPLAY_ISSUE
350,danielledrake@yahoo.com,Installation wizard? More like installation muggle. Can't get it to work.,INSTALLATION_SUPPORT
351,xbrown@perez.com,All my selfies are gone! Did the update eat them?,DATA_LOSS
352,rquinn@brown-guzman.com,"Got full bars, but the internet's playing hard to get.",NETWORK_PROBLEM
353,michaelhart@hotmail.com,Installation wizard? More like installation muggle. Can't get it to work.,INSTALLATION_SUPPORT
354,millerjill@hotmail.com,"This isn't working out. It's not me, it's you. Can I get a refund?",REFUND_REQUEST
355,floreshannah@hotmail.com,My phone's battery is dying faster than my social life. What's up with that?,BATTERY_LIFE
356,tiffanybaxter@hotmail.com,I think my new gadget hates me. Won't set up properly.,PRODUCT_SETUP
357,miguelburnett@perkins.com,Looking for the holy grail of gadgets. Got any leads?,PRODUCT_RECOMMENDATION
358,henryjoseph@gmail.com,"Got full bars, but the internet's playing hard to get.",NETWORK_PROBLEM
359,michelle72@crane.biz,"Oops, looks like I'm locked out of my account. Can you help me get back in?",ACCOUNT_ACCESS
360,jacob25@hotmail.com,My new headphones and my phone are not talking. Can you mediate?,PERIPHERAL_COMPATIBILITY
361,lopezhelen@vega.biz,My new headphones and my phone are not talking. Can you mediate?,PERIPHERAL_COMPATIBILITY
362,traceypineda@james.com,"Found a bug. Not the cute, crawly kind. The crashy, annoying kind.",SOFTWARE_BUG
363,erika34@wallace-aguilar.biz,"Not to be dramatic, but I regret this purchase. Refund?",REFUND_REQUEST
364,butlercody@gmail.com,"Not to be dramatic, but I regret this purchase. Refund?",REFUND_REQUEST
365,james78@sexton-morrison.org,In dire need of something that doesn’t break in 2 days. Any suggestions?,PRODUCT_RECOMMENDATION
366,zryan@hernandez.com,All my selfies are gone! Did the update eat them?,DATA_LOSS
367,jbaker@norman.biz,Setting this up is harder than assembling IKEA furniture. Help!,PRODUCT_SETUP
368,veronica16@gmail.com,My phone's battery is dying faster than my social life. What's up with that?,BATTERY_LIFE
369,martinkaren@hotmail.com,This device isn’t meshing with my setup. Compatibility tips?,PRODUCT_COMPATIBILITY
370,claytonrichard@gmail.com,I wanna cancel my order. Haven't received it and I'm already over it.,CANCELLATION_REQUEST
371,littlepaula@jackson-white.net,"Found a bug. Not the cute, crawly kind. The crashy, annoying kind.",SOFTWARE_BUG
372,zwilliams@walker.com,"Oops, looks like I'm locked out of my account. Can you help me get back in?",ACCOUNT_ACCESS
373,melissabrown@yahoo.com,"Hey there, I can't seem to log into my account. I'm sure I've got the right password!",ACCOUNT_ACCESS
374,caitlynwilliams@gmail.com,My new headphones and my phone are not talking. Can you mediate?,PERIPHERAL_COMPATIBILITY
375,robertbrown@yahoo.com,"My package is playing hide and seek, and I'm losing. Where is it?",DELIVERY_PROBLEM
376,johnsonjustin@hotmail.com,My gadgets are like me at social events. Not mixing well. Advice?,PRODUCT_COMPATIBILITY
377,dschmidt@gmail.com,My gadgets are like me at social events. Not mixing well. Advice?,PRODUCT_COMPATIBILITY
378,townsendtaylor@gmail.com,Wi-Fi drops more often than my friends on a Friday night.,NETWORK_PROBLEM
379,dakotaanderson@keith.com,"Hey there, I can't seem to log into my account. I'm sure I've got the right password!",ACCOUNT_ACCESS
380,thomasdeborah@yahoo.com,"Oops, looks like I'm locked out of my account. Can you help me get back in?",ACCOUNT_ACCESS
381,emma43@weaver-morris.net,"This app crashes more than my diet plans. Bug fix, please?",SOFTWARE_BUG
382,shelbynunez@yahoo.com,"Hey there, I can't seem to log into my account. I'm sure I've got the right password!",ACCOUNT_ACCESS
383,qbradford@hotmail.com,My screen flickers more than my living room lights. Any tips?,DISPLAY_ISSUE
384,ufernandez@martin-gilbert.org,"Hey there, I can't seem to log into my account. I'm sure I've got the right password!",ACCOUNT_ACCESS
385,jerryreed@yahoo.com,Installation wizard? More like installation muggle. Can't get it to work.,INSTALLATION_SUPPORT
386,griffithkaitlyn@nichols-ingram.com,"Got full bars, but the internet's playing hard to get.",NETWORK_PROBLEM
387,amandachristensen@frazier-cooper.com,Trying to install this software and... I'm lost. Halp?,INSTALLATION_SUPPORT
388,ericjohnson@dickson-elliott.com,"It keeps freezing. I mean my device, not the weather.",HARDWARE_ISSUE
389,joshua46@perry-clark.org,"Oops, looks like I'm locked out of my account. Can you help me get back in?",ACCOUNT_ACCESS
390,aaronmitchell@hotmail.com,"Found a bug. Not the cute, crawly kind. The crashy, annoying kind.",SOFTWARE_BUG
391,owenpeter@gmail.com,Looking for the holy grail of gadgets. Got any leads?,PRODUCT_RECOMMENDATION
392,nfox@erickson.com,Wi-Fi drops more often than my friends on a Friday night.,NETWORK_PROBLEM
393,freemanjeffrey@byrd.com,Installation wizard? More like installation muggle. Can't get it to work.,INSTALLATION_SUPPORT
394,benjamingarcia@gmail.com,"Not to be dramatic, but I regret this purchase. Refund?",REFUND_REQUEST
395,wrightjeremy@daniels.com,"My payment went through twice. Double the fun, double the bill?",PAYMENT_ISSUE
396,mlopez@sanchez.com,"This app crashes more than my diet plans. Bug fix, please?",SOFTWARE_BUG
397,christensenadrienne@clark.com,Looks like my order decided to take a world tour. Still not here!,DELIVERY_PROBLEM
398,kathy58@hotmail.com,"Found a bug. Not the cute, crawly kind. The crashy, annoying kind.",SOFTWARE_BUG
399,wmartin@smith-williams.biz,"Got full bars, but the internet's playing hard to get.",NETWORK_PROBLEM
400,lauren27@hotmail.com,Installation wizard? More like installation muggle. Can't get it to work.,INSTALLATION_SUPPORT
401,sara06@hotmail.com,Trying to install this software and... I'm lost. Halp?,INSTALLATION_SUPPORT
402,tyler89@franco-wilson.com,My phone's battery is dying faster than my social life. What's up with that?,BATTERY_LIFE
403,ronnie38@stevens.com,My device is hotter than a summer in the Sahara. Should I be worried?,HARDWARE_ISSUE
404,robert34@garcia.com,"Hey there, I can't seem to log into my account. I'm sure I've got the right password!",ACCOUNT_ACCESS
405,nsanchez@hotmail.com,Looks like my order decided to take a world tour. Still not here!,DELIVERY_PROBLEM
406,lisa51@gmail.com,Wi-Fi drops more often than my friends on a Friday night.,NETWORK_PROBLEM
407,elizabethsmith@whitney.info,My screen flickers more than my living room lights. Any tips?,DISPLAY_ISSUE
408,ritterlisa@golden.com,"Oops, looks like I'm locked out of my account. Can you help me get back in?",ACCOUNT_ACCESS
409,huynhmichelle@christensen.org,"Got full bars, but the internet's playing hard to get.",NETWORK_PROBLEM
410,kristie84@yahoo.com,Looks like my order decided to take a world tour. Still not here!,DELIVERY_PROBLEM
411,shawncruz@walker-foster.com,"My package is playing hide and seek, and I'm losing. Where is it?",DELIVERY_PROBLEM
412,nancyguerrero@lewis.com,"It keeps freezing. I mean my device, not the weather.",HARDWARE_ISSUE
413,hubershawn@hotmail.com,"Not to be dramatic, but I regret this purchase. Refund?",REFUND_REQUEST
414,sarah43@yahoo.com,"Hey there, I can't seem to log into my account. I'm sure I've got the right password!",ACCOUNT_ACCESS
415,barbara38@cochran-james.com,"Bought a new keyboard, and it's already giving me the silent treatment.",PERIPHERAL_COMPATIBILITY
416,elizabethwagner@gmail.com,My screen flickers more than my living room lights. Any tips?,DISPLAY_ISSUE
417,sarahdavidson@hotmail.com,"My payment went through twice. Double the fun, double the bill?",PAYMENT_ISSUE
418,knightjennifer@palmer.biz,My device is hotter than a summer in the Sahara. Should I be worried?,HARDWARE_ISSUE
419,rebeccabarry@yahoo.com,"Bought a new keyboard, and it's already giving me the silent treatment.",PERIPHERAL_COMPATIBILITY
420,johnsondominique@hawkins.net,My files pulled a Houdini on me post-update. Help!,DATA_LOSS
421,richard30@white.org,Setting this up is harder than assembling IKEA furniture. Help!,PRODUCT_SETUP
422,brooke83@yahoo.com,"My package is playing hide and seek, and I'm losing. Where is it?",DELIVERY_PROBLEM
423,brownjoshua@bryant-rivera.com,I think my new gadget hates me. Won't set up properly.,PRODUCT_SETUP
424,thomas55@daniels-barrera.com,My files pulled a Houdini on me post-update. Help!,DATA_LOSS
425,hernandezjose@yahoo.com,Looks like my order decided to take a world tour. Still not here!,DELIVERY_PROBLEM
426,jeremy42@hotmail.com,"My payment went through twice. Double the fun, double the bill?",PAYMENT_ISSUE
427,kfoley@webb-lopez.org,"Found a bug. Not the cute, crawly kind. The crashy, annoying kind.",SOFTWARE_BUG
428,jay08@yahoo.com,I think my new gadget hates me. Won't set up properly.,PRODUCT_SETUP
429,xwilliams@yahoo.com,My screen flickers more than my living room lights. Any tips?,DISPLAY_ISSUE
430,padillacheryl@villarreal.biz,"Got full bars, but the internet's playing hard to get.",NETWORK_PROBLEM
431,jacksonheather@carter-mueller.info,My screen flickers more than my living room lights. Any tips?,DISPLAY_ISSUE
432,ayaladaniel@pham.com,"Got full bars, but the internet's playing hard to get.",NETWORK_PROBLEM
433,jaymckinney@brown.com,"This isn't working out. It's not me, it's you. Can I get a refund?",REFUND_REQUEST
434,webbjoyce@smith-hoffman.com,My new headphones and my phone are not talking. Can you mediate?,PERIPHERAL_COMPATIBILITY
435,amytaylor@hotmail.com,Is it normal for my gadget to lose battery like I lose my keys? Every. Single. Day.,BATTERY_LIFE
436,omyers@yahoo.com,"Bought a new keyboard, and it's already giving me the silent treatment.",PERIPHERAL_COMPATIBILITY
437,fmeyer@hotmail.com,In dire need of something that doesn’t break in 2 days. Any suggestions?,PRODUCT_RECOMMENDATION
438,thomas47@gmail.com,Trying to install this software and... I'm lost. Halp?,INSTALLATION_SUPPORT
439,anthonymichael@yahoo.com,"Half the time, my display is like, 'Nah, I'm out.' Fixable?",DISPLAY_ISSUE
440,gonzalezdavid@yahoo.com,"Got full bars, but the internet's playing hard to get.",NETWORK_PROBLEM
441,jose89@carlson.com,"Half the time, my display is like, 'Nah, I'm out.' Fixable?",DISPLAY_ISSUE
442,brady54@moore.info,My device is hotter than a summer in the Sahara. Should I be worried?,HARDWARE_ISSUE
443,alyssa18@andrews.com,"Oops, looks like I'm locked out of my account. Can you help me get back in?",ACCOUNT_ACCESS
444,laurenrogers@yahoo.com,Wi-Fi drops more often than my friends on a Friday night.,NETWORK_PROBLEM
445,eduardo04@garcia-wood.com,In dire need of something that doesn’t break in 2 days. Any suggestions?,PRODUCT_RECOMMENDATION
446,tylerdavis@hotmail.com,"This isn't working out. It's not me, it's you. Can I get a refund?",REFUND_REQUEST
447,bnichols@murray.info,My screen flickers more than my living room lights. Any tips?,DISPLAY_ISSUE
448,jennifer47@meyers.org,My screen flickers more than my living room lights. Any tips?,DISPLAY_ISSUE
449,pacelisa@hotmail.com,Is it normal for my gadget to lose battery like I lose my keys? Every. Single. Day.,BATTERY_LIFE
450,kendracook@garza.net,"Not to be dramatic, but I regret this purchase. Refund?",REFUND_REQUEST
451,istanley@yahoo.com,Wi-Fi drops more often than my friends on a Friday night.,NETWORK_PROBLEM
452,davidrowe@hotmail.com,Is it normal for my gadget to lose battery like I lose my keys? Every. Single. Day.,BATTERY_LIFE
453,phillipscarlos@yahoo.com,Changed my mind! Can I cancel my order? I haven't even told my cat about it yet.,CANCELLATION_REQUEST
454,haleymichael@church.com,Installation wizard? More like installation muggle. Can't get it to work.,INSTALLATION_SUPPORT
455,lmccarthy@peters-moss.com,All my selfies are gone! Did the update eat them?,DATA_LOSS
456,ztucker@yahoo.com,"Oops, looks like I'm locked out of my account. Can you help me get back in?",ACCOUNT_ACCESS
457,geoffreybrown@gmail.com,My screen flickers more than my living room lights. Any tips?,DISPLAY_ISSUE
458,foxjames@brown.com,My phone's battery is dying faster than my social life. What's up with that?,BATTERY_LIFE
459,melissamason@gordon.info,Changed my mind! Can I cancel my order? I haven't even told my cat about it yet.,CANCELLATION_REQUEST
460,rossdeborah@gray.net,"This app crashes more than my diet plans. Bug fix, please?",SOFTWARE_BUG
461,nicholasduran@jimenez.biz,Changed my mind! Can I cancel my order? I haven't even told my cat about it yet.,CANCELLATION_REQUEST
462,langdavid@hotmail.com,"Hey there, I can't seem to log into my account. I'm sure I've got the right password!",ACCOUNT_ACCESS
463,lorrainemathis@yahoo.com,"Not to be dramatic, but I regret this purchase. Refund?",REFUND_REQUEST
464,rgross@lang-brown.com,My device is hotter than a summer in the Sahara. Should I be worried?,HARDWARE_ISSUE
465,pamelapitts@hernandez.com,My screen flickers more than my living room lights. Any tips?,DISPLAY_ISSUE
466,stephen35@hotmail.com,"Half the time, my display is like, 'Nah, I'm out.' Fixable?",DISPLAY_ISSUE
467,tylerpaul@hotmail.com,"Not to be dramatic, but I regret this purchase. Refund?",REFUND_REQUEST
468,vwest@hotmail.com,"My package is playing hide and seek, and I'm losing. Where is it?",DELIVERY_PROBLEM
469,iray@owens.net,"Not to be dramatic, but I regret this purchase. Refund?",REFUND_REQUEST
470,sara09@hotmail.com,"Bought a new keyboard, and it's already giving me the silent treatment.",PERIPHERAL_COMPATIBILITY
471,englishnicholas@brock-jones.com,"Found a bug. Not the cute, crawly kind. The crashy, annoying kind.",SOFTWARE_BUG
472,rogerhayden@gmail.com,My files pulled a Houdini on me post-update. Help!,DATA_LOSS
473,emily42@yahoo.com,Trying to install this software and... I'm lost. Halp?,INSTALLATION_SUPPORT
474,moorekatie@gmail.com,"My payment went through twice. Double the fun, double the bill?",PAYMENT_ISSUE
475,jonesannette@harris-phillips.com,I wanna cancel my order. Haven't received it and I'm already over it.,CANCELLATION_REQUEST
476,davidsongail@randall.com,All my selfies are gone! Did the update eat them?,DATA_LOSS
477,marycannon@yahoo.com,"Bought a new keyboard, and it's already giving me the silent treatment.",PERIPHERAL_COMPATIBILITY
478,cassandra76@gmail.com,"Oops, looks like I'm locked out of my account. Can you help me get back in?",ACCOUNT_ACCESS
479,shahmonica@davis.com,My phone's battery is dying faster than my social life. What's up with that?,BATTERY_LIFE
480,smithkristen@sherman.com,Changed my mind! Can I cancel my order? I haven't even told my cat about it yet.,CANCELLATION_REQUEST
481,smithbrian@boyd.org,My device is hotter than a summer in the Sahara. Should I be worried?,HARDWARE_ISSUE
482,anthony98@gmail.com,"My package is playing hide and seek, and I'm losing. Where is it?",DELIVERY_PROBLEM
483,iscott@hayes.com,I wanna cancel my order. Haven't received it and I'm already over it.,CANCELLATION_REQUEST
484,mary11@maxwell-brown.biz,My screen flickers more than my living room lights. Any tips?,DISPLAY_ISSUE
485,natasha52@hotmail.com,"Bought a new keyboard, and it's already giving me the silent treatment.",PERIPHERAL_COMPATIBILITY
486,ugordon@yahoo.com,I think my new gadget hates me. Won't set up properly.,PRODUCT_SETUP
487,bchapman@norris.net,"This isn't working out. It's not me, it's you. Can I get a refund?",REFUND_REQUEST
488,david19@gmail.com,My phone's battery is dying faster than my social life. What's up with that?,BATTERY_LIFE
489,smithpatricia@yahoo.com,My new headphones and my phone are not talking. Can you mediate?,PERIPHERAL_COMPATIBILITY
490,juan15@rivera.com,"Got full bars, but the internet's playing hard to get.",NETWORK_PROBLEM
491,brownstephanie@gmail.com,Looking for the holy grail of gadgets. Got any leads?,PRODUCT_RECOMMENDATION
492,ckirk@gmail.com,I wanna cancel my order. Haven't received it and I'm already over it.,CANCELLATION_REQUEST
493,dawnbarnes@hotmail.com,I think my new gadget hates me. Won't set up properly.,PRODUCT_SETUP
494,marco23@gmail.com,"Found a bug. Not the cute, crawly kind. The crashy, annoying kind.",SOFTWARE_BUG
495,mthomas@yahoo.com,"It keeps freezing. I mean my device, not the weather.",HARDWARE_ISSUE
496,dlawson@ferguson-jackson.net,Installation wizard? More like installation muggle. Can't get it to work.,INSTALLATION_SUPPORT
497,miawilliams@gmail.com,"Oops, looks like I'm locked out of my account. Can you help me get back in?",ACCOUNT_ACCESS
498,sharonfields@valencia.com,"It keeps freezing. I mean my device, not the weather.",HARDWARE_ISSUE
499,wowen@stewart-howard.com,"Found a bug. Not the cute, crawly kind. The crashy, annoying kind.",SOFTWARE_BUG
500,aibarra@pineda.com,My screen flickers more than my living room lights. Any tips?,DISPLAY_ISSUE
501,nicolediaz@mitchell-garrett.com,"Not to be dramatic, but I regret this purchase. Refund?",REFUND_REQUEST
502,johnsonanthony@walker-baker.info,Is it normal for my gadget to lose battery like I lose my keys? Every. Single. Day.,BATTERY_LIFE
503,watsonronald@yahoo.com,This device isn’t meshing with my setup. Compatibility tips?,PRODUCT_COMPATIBILITY
504,michelle21@foster.org,I wanna cancel my order. Haven't received it and I'm already over it.,CANCELLATION_REQUEST
505,brandigeorge@yahoo.com,"Oops, looks like I'm locked out of my account. Can you help me get back in?",ACCOUNT_ACCESS
506,halebarbara@rodriguez.net,"Half the time, my display is like, 'Nah, I'm out.' Fixable?",DISPLAY_ISSUE
507,smithjon@joseph.org,"Bought a new keyboard, and it's already giving me the silent treatment.",PERIPHERAL_COMPATIBILITY
508,bianca23@gmail.com,"Not to be dramatic, but I regret this purchase. Refund?",REFUND_REQUEST
509,qsmith@gmail.com,All my selfies are gone! Did the update eat them?,DATA_LOSS
510,cmartinez@diaz-munoz.info,"It keeps freezing. I mean my device, not the weather.",HARDWARE_ISSUE
511,patriciawalsh@holden.com,My phone's battery is dying faster than my social life. What's up with that?,BATTERY_LIFE
512,bguzman@kelly.com,"My package is playing hide and seek, and I'm losing. Where is it?",DELIVERY_PROBLEM
513,adavis@mason-tran.com,My screen flickers more than my living room lights. Any tips?,DISPLAY_ISSUE
514,jeffreybolton@simon.com,Looks like my order decided to take a world tour. Still not here!,DELIVERY_PROBLEM
515,greenesharon@hotmail.com,This device isn’t meshing with my setup. Compatibility tips?,PRODUCT_COMPATIBILITY
516,yjones@delgado-butler.com,So I paid... and then paid again? Guess I'm just generous like that.,PAYMENT_ISSUE
517,davidhartman@hotmail.com,"This app crashes more than my diet plans. Bug fix, please?",SOFTWARE_BUG
518,powellkimberly@gmail.com,"My payment went through twice. Double the fun, double the bill?",PAYMENT_ISSUE
519,davisteresa@yahoo.com,My files pulled a Houdini on me post-update. Help!,DATA_LOSS
520,johnsonrachel@hotmail.com,"This isn't working out. It's not me, it's you. Can I get a refund?",REFUND_REQUEST
521,lsilva@gmail.com,All my selfies are gone! Did the update eat them?,DATA_LOSS
522,shieldsalexa@ward-decker.info,Is it normal for my gadget to lose battery like I lose my keys? Every. Single. Day.,BATTERY_LIFE
523,craigware@yahoo.com,My files pulled a Houdini on me post-update. Help!,DATA_LOSS
524,biancaacosta@yahoo.com,Wi-Fi drops more often than my friends on a Friday night.,NETWORK_PROBLEM
525,qperry@schmidt.org,My screen flickers more than my living room lights. Any tips?,DISPLAY_ISSUE
526,aguilarjared@hall.com,"Bought a new keyboard, and it's already giving me the silent treatment.",PERIPHERAL_COMPATIBILITY
527,hoffmangeorge@hotmail.com,My device is hotter than a summer in the Sahara. Should I be worried?,HARDWARE_ISSUE
528,gmendez@yahoo.com,My gadgets are like me at social events. Not mixing well. Advice?,PRODUCT_COMPATIBILITY
529,samantha98@smith-fritz.biz,This device isn’t meshing with my setup. Compatibility tips?,PRODUCT_COMPATIBILITY
530,zhernandez@armstrong.com,Setting this up is harder than assembling IKEA furniture. Help!,PRODUCT_SETUP
531,michaelmayer@hotmail.com,My gadgets are like me at social events. Not mixing well. Advice?,PRODUCT_COMPATIBILITY
532,amber55@yahoo.com,My device is hotter than a summer in the Sahara. Should I be worried?,HARDWARE_ISSUE
533,rodriguezraymond@gmail.com,All my selfies are gone! Did the update eat them?,DATA_LOSS
534,dhernandez@yahoo.com,"This isn't working out. It's not me, it's you. Can I get a refund?",REFUND_REQUEST
